CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
716836308.0,29.0,M,1.0,Graduate,Divorced,Less than $40K,Blue,36.0,4.0,3.0,2.0,3839.0,1139.0,2700.0,0.632,14791.0,124.0,0.7709999999999999,0.297,Existing Customer
787974108.0,37.0,F,1.0,High School,Single,$40K - $60K,Blue,27.0,4.0,2.0,2.0,1793.0,792.0,1001.0,0.723,2374.0,40.0,0.429,0.442,Attrited Customer
,,,,,,,,,,,,,,,,,,,,Existing Customer
,,,,,,,,,,,,,,,,,,,,Attrited Customer
713463708.0,40.0,F,4.0,Graduate,Single,Less than $40K,Blue,25.0,4.0,2.0,3.0,1438.3,0.0,1438.3,0.628,2493.0,42.0,0.5,0.0,Attrited Customer
714091983.0,42.0,M,2.0,High School,Single,$60K - $80K,Blue,34.0,4.0,4.0,3.0,3336.0,1753.0,,0.69,1168.0,27.0,1.25,0.525,Existing Customer
815498733.0,51.0,F,3.0,Unknown,Single,Less than $40K,Blue,46.0,3.0,2.0,2.0,4333.0,1848.0,2485.0,0.634,7643.0,85.0,0.7709999999999999,0.426,Existing Customer
772388508.0,43.0,F,3.0,Graduate,Married,Unknown,Blue,32.0,2.0,3.0,3.0,8314.0,1349.0,6965.0,0.531,5028.0,80.0,0.7020000000000001,0.162,Existing Customer
709035708.0,38.0,F,0.0,Unknown,Married,Less than $40K,Blue,36.0,4.0,2.0,3.0,1841.0,1246.0,595.0,0.759,1819.0,35.0,0.522,0.677,Existing Customer
712138008.0,52.0,F,2.0,Graduate,Married,$40K - $60K,Blue,36.0,5.0,3.0,1.0,2396.0,1663.0,733.0,0.645,4569.0,70.0,0.667,0.6940000000000001,Existing Customer
756065433.0,26.0,M,0.0,Unknown,Single,$40K - $60K,Blue,19.0,5.0,2.0,2.0,2187.0,1597.0,590.0,0.777,2560.0,46.0,0.314,0.73,Existing Customer
717643608.0,48.0,M,4.0,College,Married,$80K - $120K,Blue,36.0,3.0,3.0,2.0,26443.0,1601.0,24842.0,0.493,1593.0,36.0,0.33299999999999996,0.061,Existing Customer
784795083.0,31.0,F,1.0,High School,Divorced,Less than $40K,Blue,25.0,2.0,1.0,3.0,1984.0,0.0,1984.0,1.05,4794.0,73.0,0.9209999999999999,0.0,Existing Customer
772162683.0,34.0,F,2.0,Graduate,Married,Less than $40K,Blue,23.0,6.0,2.0,2.0,3116.0,0.0,3116.0,0.698,2768.0,45.0,0.667,0.0,Attrited Customer
719651358.0,46.0,F,4.0,Uneducated,Single,Unknown,Blue,33.0,3.0,3.0,3.0,24949.0,1749.0,23200.0,0.626,4092.0,77.0,0.54,0.07,Existing Customer
718009158.0,50.0,F,3.0,Uneducated,Single,Less than $40K,Blue,41.0,4.0,2.0,2.0,2563.0,1860.0,703.0,0.68,3774.0,83.0,0.804,0.726,Existing Customer
711825558.0,38.0,M,3.0,Graduate,Married,$80K - $120K,Blue,19.0,5.0,2.0,2.0,1518.0,1115.0,403.0,0.705,3595.0,65.0,0.857,0.735,Existing Customer
713241033.0,34.0,M,0.0,Graduate,Married,$60K - $80K,Blue,26.0,4.0,3.0,3.0,5175.0,977.0,4198.0,1.705,2405.0,49.0,0.885,0.18899999999999997,Existing Customer
713283933.0,42.0,M,2.0,Uneducated,Married,$40K - $60K,Blue,30.0,1.0,3.0,3.0,3032.0,0.0,3032.0,0.429,2273.0,44.0,0.517,0.0,Attrited Customer
720693033.0,33.0,M,1.0,Unknown,Married,$60K - $80K,Blue,36.0,1.0,3.0,4.0,8925.0,168.0,8757.0,0.447,741.0,10.0,0.429,0.019,Attrited Customer
721402233.0,42.0,M,3.0,Uneducated,Married,$120K +,Blue,28.0,2.0,3.0,1.0,19192.0,1507.0,17685.0,0.594,15615.0,125.0,0.736,0.079,Existing Customer
755273658.0,52.0,F,2.0,Graduate,Married,Less than $40K,Blue,45.0,3.0,3.0,3.0,2548.0,1683.0,865.0,0.75,2055.0,54.0,0.636,0.6609999999999999,Existing Customer
710489583.0,41.0,F,3.0,Graduate,Unknown,Less than $40K,Blue,36.0,1.0,1.0,1.0,4941.0,1040.0,3901.0,0.765,7631.0,91.0,0.596,0.21,Existing Customer
769709058.0,60.0,M,1.0,Uneducated,Single,$60K - $80K,Blue,54.0,1.0,2.0,1.0,3618.0,972.0,,0.578,4228.0,63.0,0.465,0.26899999999999996,Existing Customer
718871358.0,45.0,F,2.0,Graduate,Single,Unknown,Blue,36.0,4.0,1.0,1.0,1785.0,0.0,1785.0,0.649,4964.0,82.0,0.907,0.0,Existing Customer
720867708.0,45.0,F,4.0,Graduate,Unknown,Less than $40K,Blue,33.0,1.0,3.0,2.0,1748.0,1103.0,645.0,0.7390000000000001,2335.0,41.0,0.708,0.631,Attrited Customer
778170633.0,48.0,M,5.0,Graduate,Married,$80K - $120K,Blue,38.0,6.0,2.0,2.0,34516.0,657.0,33859.0,0.723,3661.0,71.0,0.868,0.019,Existing Customer
712238958.0,45.0,M,4.0,Graduate,Married,Less than $40K,Blue,36.0,1.0,2.0,3.0,7231.0,1047.0,,0.9470000000000001,15571.0,115.0,0.797,0.145,Existing Customer
718501983.0,44.0,M,2.0,Graduate,Married,$60K - $80K,Blue,36.0,5.0,6.0,1.0,5950.0,1117.0,4833.0,0.57,4682.0,89.0,0.679,0.188,Existing Customer
828227433.0,50.0,M,2.0,High School,Single,$60K - $80K,Blue,46.0,6.0,2.0,4.0,5626.0,778.0,4848.0,1.0090000000000001,4957.0,84.0,1.0490000000000002,0.138,Existing Customer
711679533.0,54.0,M,2.0,Post-Graduate,Divorced,$120K +,Blue,43.0,3.0,2.0,2.0,5569.0,968.0,4601.0,0.9490000000000001,2600.0,60.0,0.7140000000000001,0.174,Existing Customer
794682483.0,43.0,F,3.0,Post-Graduate,Unknown,Less than $40K,Blue,23.0,5.0,3.0,3.0,4284.0,1094.0,,0.63,3095.0,64.0,0.524,0.255,Existing Customer
817422408.0,45.0,F,3.0,Uneducated,Single,Less than $40K,Blue,30.0,3.0,2.0,3.0,2059.0,1118.0,,0.7879999999999999,4110.0,71.0,1.1520000000000001,0.5429999999999999,Existing Customer
821755233.0,40.0,F,2.0,Unknown,Married,Unknown,Blue,28.0,5.0,5.0,2.0,14999.0,1123.0,13876.0,0.539,3441.0,69.0,0.46799999999999997,0.075,Existing Customer
815520333.0,55.0,M,3.0,High School,Married,$60K - $80K,Blue,50.0,2.0,1.0,2.0,5282.0,1144.0,4138.0,0.8,13513.0,115.0,0.597,0.217,Existing Customer
780272208.0,39.0,F,1.0,Graduate,Unknown,Less than $40K,Blue,25.0,4.0,2.0,3.0,2006.0,1197.0,809.0,0.877,4139.0,69.0,0.769,0.597,Existing Customer
803342358.0,55.0,M,3.0,Graduate,Married,$60K - $80K,Blue,49.0,3.0,1.0,4.0,5668.0,2517.0,,0.7040000000000001,3382.0,56.0,0.9309999999999999,0.444,Existing Customer
771246708.0,40.0,M,5.0,Graduate,Unknown,$120K +,Blue,27.0,5.0,2.0,3.0,31954.0,2297.0,29657.0,0.516,4371.0,82.0,0.64,0.07200000000000001,Existing Customer
721347408.0,55.0,F,1.0,High School,Single,Less than $40K,Blue,43.0,4.0,2.0,0.0,2569.0,1403.0,1166.0,0.8859999999999999,1456.0,39.0,0.444,0.546,Existing Customer
713489358.0,52.0,F,2.0,Graduate,Married,Less than $40K,Blue,40.0,2.0,3.0,2.0,3698.0,0.0,3698.0,0.8109999999999999,3763.0,82.0,0.8640000000000001,0.0,Existing Customer
807915408.0,41.0,F,2.0,College,Married,$40K - $60K,Blue,36.0,6.0,2.0,3.0,6602.0,0.0,6602.0,0.743,4479.0,82.0,0.8220000000000001,0.0,Existing Customer
712789383.0,52.0,M,1.0,Graduate,Married,$120K +,Blue,44.0,6.0,1.0,4.0,9274.0,2097.0,7177.0,0.7759999999999999,2048.0,59.0,0.639,0.226,Existing Customer
717825033.0,50.0,M,0.0,Unknown,Divorced,$60K - $80K,Blue,36.0,3.0,3.0,2.0,5444.0,2499.0,,0.46799999999999997,4509.0,80.0,0.667,0.45899999999999996,Existing Customer
719701383.0,44.0,M,4.0,Unknown,Married,$60K - $80K,Blue,32.0,4.0,3.0,3.0,5175.0,0.0,5175.0,0.72,14304.0,99.0,0.768,0.0,Existing Customer
719334408.0,42.0,F,3.0,Post-Graduate,Married,Less than $40K,Blue,36.0,6.0,3.0,1.0,4959.0,1483.0,3476.0,0.902,4286.0,71.0,0.614,0.299,Existing Customer
716374308.0,39.0,M,3.0,Graduate,Married,$60K - $80K,Blue,33.0,4.0,3.0,2.0,3477.0,1875.0,1602.0,0.907,1897.0,50.0,1.083,0.539,Existing Customer
804833058.0,49.0,M,3.0,Unknown,Single,$80K - $120K,Blue,44.0,1.0,3.0,4.0,4384.0,0.0,4384.0,0.684,1832.0,49.0,0.581,0.0,Attrited Customer
718357458.0,48.0,M,5.0,Unknown,Single,$60K - $80K,Blue,36.0,2.0,3.0,0.0,3862.0,0.0,3862.0,0.807,15282.0,125.0,0.7120000000000001,0.0,Existing Customer
788766933.0,46.0,M,2.0,Post-Graduate,Married,$80K - $120K,Blue,26.0,1.0,3.0,1.0,34516.0,714.0,33802.0,0.883,14279.0,97.0,0.764,0.021,Existing Customer
712667058.0,39.0,F,1.0,Graduate,Single,Less than $40K,Blue,29.0,4.0,1.0,3.0,1568.0,995.0,573.0,0.9079999999999999,4531.0,76.0,0.81,0.635,Existing Customer
804431283.0,57.0,F,1.0,Graduate,Married,Less than $40K,Blue,52.0,5.0,1.0,2.0,7882.0,1101.0,,0.682,14651.0,120.0,0.6,0.14,Existing Customer
710865633.0,41.0,F,2.0,Graduate,Married,Less than $40K,Silver,33.0,4.0,2.0,0.0,12301.0,2250.0,10051.0,0.484,1307.0,29.0,0.261,0.183,Existing Customer
713967783.0,62.0,F,0.0,Unknown,Married,Unknown,Blue,52.0,6.0,1.0,1.0,2683.0,1707.0,976.0,1.254,1582.0,33.0,0.941,0.636,Existing Customer
718265658.0,47.0,F,4.0,Uneducated,Single,Less than $40K,Blue,36.0,3.0,1.0,2.0,2092.0,1499.0,,0.8109999999999999,4130.0,80.0,1.162,0.7170000000000001,Existing Customer
713588958.0,40.0,F,4.0,Unknown,Single,Less than $40K,Blue,25.0,4.0,1.0,1.0,2129.0,1507.0,622.0,0.636,3655.0,70.0,0.667,0.708,Existing Customer
712033833.0,42.0,F,4.0,Unknown,Unknown,Less than $40K,Blue,34.0,5.0,3.0,2.0,1874.0,1341.0,533.0,0.9520000000000001,3899.0,70.0,0.75,0.716,Existing Customer
789646158.0,49.0,M,4.0,Uneducated,Married,$40K - $60K,Blue,33.0,5.0,1.0,3.0,3653.0,881.0,2772.0,0.846,3297.0,66.0,0.6920000000000001,0.24100000000000002,Existing Customer
713808633.0,31.0,F,0.0,Uneducated,Divorced,Less than $40K,Silver,23.0,2.0,2.0,1.0,10850.0,1873.0,,0.995,13794.0,127.0,0.789,0.17300000000000001,Existing Customer
710903358.0,65.0,F,0.0,Unknown,Single,Less than $40K,Blue,55.0,5.0,2.0,1.0,6352.0,1386.0,4966.0,0.5,3709.0,77.0,0.604,0.218,Existing Customer
719378658.0,57.0,M,3.0,Graduate,Divorced,$80K - $120K,Silver,36.0,6.0,3.0,4.0,34516.0,1384.0,33132.0,0.887,4745.0,69.0,0.605,0.04,Existing Customer
713746608.0,48.0,F,2.0,High School,Married,Unknown,Blue,37.0,3.0,2.0,2.0,8446.0,908.0,7538.0,0.604,4240.0,67.0,0.763,0.10800000000000001,Existing Customer
780497958.0,41.0,M,3.0,High School,Divorced,$80K - $120K,Blue,28.0,1.0,3.0,3.0,16627.0,2118.0,14509.0,0.589,7996.0,99.0,0.597,0.127,Existing Customer
716959833.0,45.0,M,3.0,Graduate,Single,$120K +,Blue,31.0,5.0,2.0,2.0,3534.0,0.0,3534.0,0.536,3973.0,66.0,0.784,0.0,Existing Customer
814776033.0,34.0,M,2.0,Graduate,Single,$80K - $120K,Blue,29.0,3.0,1.0,3.0,13395.0,1678.0,11717.0,1.006,2650.0,69.0,0.865,0.125,Existing Customer
710785383.0,49.0,F,2.0,Graduate,Married,Less than $40K,Blue,39.0,3.0,3.0,1.0,2212.0,0.0,2212.0,0.9420000000000001,2394.0,55.0,0.897,0.0,Attrited Customer
736786908.0,48.0,F,2.0,College,Married,Less than $40K,Blue,41.0,2.0,2.0,2.0,5550.0,2517.0,3033.0,0.767,6984.0,85.0,0.545,0.45399999999999996,Existing Customer
710201058.0,46.0,F,4.0,Graduate,Married,Less than $40K,Blue,38.0,3.0,3.0,2.0,1485.0,736.0,749.0,0.622,4198.0,65.0,0.912,0.496,Existing Customer
717836733.0,49.0,F,1.0,Graduate,Married,Less than $40K,Blue,36.0,6.0,2.0,1.0,5153.0,1378.0,3775.0,0.7440000000000001,4274.0,81.0,0.723,0.267,Existing Customer
718708908.0,58.0,M,4.0,Graduate,Married,$60K - $80K,Blue,36.0,6.0,2.0,4.0,5967.0,2350.0,3617.0,0.5429999999999999,1426.0,29.0,0.812,0.39399999999999996,Existing Customer
719926683.0,41.0,M,3.0,High School,Divorced,$60K - $80K,Blue,33.0,2.0,2.0,2.0,20749.0,2171.0,18578.0,0.8420000000000001,4754.0,77.0,0.674,0.105,Existing Customer
717448383.0,41.0,M,4.0,Unknown,Single,$80K - $120K,Blue,28.0,1.0,2.0,4.0,4428.0,0.0,,0.865,2331.0,36.0,0.28600000000000003,0.0,Attrited Customer
717287883.0,57.0,M,3.0,Graduate,Married,$80K - $120K,Blue,46.0,6.0,2.0,3.0,5516.0,2517.0,2999.0,0.473,1532.0,24.0,0.5,0.456,Existing Customer
710192283.0,46.0,M,4.0,Post-Graduate,Married,$40K - $60K,Blue,36.0,1.0,2.0,2.0,2219.0,1180.0,1039.0,0.768,8686.0,91.0,0.625,0.532,Existing Customer
822051858.0,26.0,F,0.0,Graduate,Single,Less than $40K,Blue,22.0,3.0,1.0,3.0,1486.0,0.0,1486.0,0.7340000000000001,4535.0,82.0,0.907,0.0,Existing Customer
711817158.0,30.0,M,2.0,College,Divorced,$40K - $60K,Blue,22.0,3.0,3.0,4.0,3143.0,1075.0,,0.643,2510.0,57.0,0.629,0.342,Existing Customer
741344808.0,39.0,F,2.0,Graduate,Married,Less than $40K,Blue,32.0,4.0,2.0,4.0,5634.0,2057.0,3577.0,1.399,2905.0,63.0,0.9690000000000001,0.365,Existing Customer
710590683.0,33.0,M,2.0,Unknown,Married,$120K +,Blue,36.0,3.0,3.0,5.0,16127.0,0.0,16127.0,0.769,7729.0,82.0,1.0,0.0,Attrited Customer
751155783.0,47.0,F,2.0,High School,Married,$40K - $60K,Blue,40.0,2.0,1.0,3.0,4074.0,1868.0,2206.0,0.688,15005.0,118.0,0.7609999999999999,0.45899999999999996,Existing Customer
789344358.0,57.0,F,1.0,Unknown,Married,Less than $40K,Blue,47.0,4.0,1.0,3.0,3416.0,2468.0,948.0,0.598,1536.0,42.0,0.556,0.722,Existing Customer
721342383.0,39.0,M,2.0,Graduate,Married,$80K - $120K,Blue,34.0,6.0,3.0,2.0,17438.0,0.0,17438.0,1.078,1860.0,37.0,0.85,0.0,Existing Customer
771499233.0,46.0,F,4.0,High School,Married,Less than $40K,Blue,34.0,6.0,1.0,3.0,5387.0,1133.0,,0.652,4374.0,76.0,0.49,0.21,Existing Customer
716574033.0,45.0,F,3.0,High School,Divorced,$40K - $60K,Silver,36.0,2.0,2.0,2.0,18000.0,1829.0,16171.0,0.675,7149.0,86.0,0.623,0.102,Existing Customer
710733183.0,46.0,M,3.0,Post-Graduate,Unknown,$120K +,Blue,36.0,6.0,1.0,2.0,1438.3,845.0,593.3,0.642,3631.0,67.0,0.763,0.5870000000000001,Existing Customer
788620083.0,50.0,F,3.0,Graduate,Single,Less than $40K,Blue,41.0,2.0,2.0,2.0,2382.0,1419.0,963.0,0.78,4563.0,89.0,0.7120000000000001,0.596,Existing Customer
773466258.0,48.0,F,4.0,High School,Married,$40K - $60K,Blue,42.0,3.0,1.0,3.0,4206.0,1100.0,3106.0,0.5870000000000001,1144.0,22.0,1.0,0.262,Existing Customer
809068983.0,40.0,F,2.0,Graduate,Married,Less than $40K,Blue,35.0,3.0,1.0,3.0,3511.0,0.0,3511.0,0.758,5238.0,82.0,0.708,0.0,Existing Customer
715055433.0,36.0,M,3.0,Uneducated,Married,$60K - $80K,Blue,22.0,6.0,3.0,4.0,2224.0,1772.0,452.0,0.81,2004.0,44.0,0.419,0.797,Existing Customer
711929058.0,28.0,M,0.0,High School,Married,Unknown,Blue,21.0,5.0,3.0,5.0,25618.0,1209.0,,1.228,2157.0,49.0,1.882,0.047,Existing Customer
711441333.0,43.0,F,1.0,High School,Divorced,Less than $40K,Silver,35.0,3.0,2.0,2.0,10514.0,1580.0,8934.0,0.504,1229.0,27.0,0.8,0.15,Existing Customer
817293258.0,44.0,F,4.0,College,Married,$40K - $60K,Blue,27.0,1.0,1.0,2.0,3183.0,2517.0,666.0,0.726,4017.0,63.0,0.853,0.7909999999999999,Existing Customer
708307533.0,42.0,M,2.0,Uneducated,Married,$60K - $80K,Blue,30.0,1.0,2.0,3.0,3086.0,0.0,3086.0,0.8079999999999999,4129.0,81.0,0.884,0.0,Existing Customer
715321008.0,39.0,M,2.0,Unknown,Married,$120K +,Blue,36.0,6.0,3.0,3.0,34516.0,2517.0,,1.052,7866.0,63.0,0.75,0.073,Attrited Customer
721126833.0,51.0,M,2.0,High School,Married,$80K - $120K,Blue,41.0,5.0,2.0,3.0,14902.0,0.0,14902.0,0.312,2038.0,39.0,0.625,0.0,Attrited Customer
718109808.0,38.0,M,5.0,College,Single,$60K - $80K,Blue,25.0,4.0,3.0,0.0,5597.0,1118.0,4479.0,0.753,4599.0,89.0,0.648,0.2,Existing Customer
711291558.0,27.0,M,0.0,Uneducated,Single,$60K - $80K,Blue,36.0,4.0,3.0,3.0,2464.0,0.0,2464.0,0.502,2636.0,50.0,0.429,0.0,Existing Customer
825831933.0,52.0,F,3.0,High School,Married,Less than $40K,Blue,48.0,4.0,2.0,2.0,3136.0,1103.0,2033.0,0.812,4528.0,81.0,0.884,0.35200000000000004,Existing Customer
714909108.0,33.0,F,3.0,Graduate,Single,Less than $40K,Blue,36.0,5.0,3.0,3.0,4838.0,1338.0,3500.0,0.7070000000000001,2641.0,67.0,0.595,0.27699999999999997,Existing Customer
715026258.0,50.0,M,1.0,Graduate,Married,$60K - $80K,Silver,37.0,1.0,1.0,1.0,6224.0,777.0,5447.0,0.743,13503.0,112.0,0.623,0.125,Existing Customer
778372158.0,49.0,F,5.0,High School,Married,$40K - $60K,Blue,33.0,6.0,3.0,2.0,2506.0,1549.0,957.0,0.752,4747.0,91.0,0.9359999999999999,0.618,Existing Customer
719592483.0,43.0,F,5.0,Graduate,Single,Unknown,Blue,34.0,6.0,6.0,3.0,4607.0,2440.0,2167.0,0.6459999999999999,4825.0,77.0,0.878,0.53,Existing Customer
718692258.0,43.0,M,3.0,Unknown,Married,$60K - $80K,Blue,34.0,1.0,3.0,1.0,3755.0,1591.0,2164.0,0.883,14402.0,110.0,0.8029999999999999,0.424,Existing Customer
716485308.0,43.0,F,2.0,Unknown,Unknown,Less than $40K,Blue,36.0,4.0,3.0,3.0,1780.0,1541.0,239.0,0.8390000000000001,5008.0,93.0,0.722,0.866,Existing Customer
787505133.0,36.0,M,3.0,College,Married,$120K +,Blue,24.0,2.0,2.0,3.0,11316.0,1599.0,9717.0,0.713,2595.0,49.0,0.361,0.141,Attrited Customer
718586133.0,43.0,F,3.0,Graduate,Married,Less than $40K,Blue,31.0,6.0,1.0,3.0,2639.0,0.0,2639.0,0.892,4892.0,85.0,0.7709999999999999,0.0,Existing Customer
708662583.0,41.0,M,3.0,Unknown,Married,$60K - $80K,Silver,29.0,1.0,3.0,4.0,27945.0,0.0,27945.0,0.902,8345.0,70.0,1.0590000000000002,0.0,Attrited Customer
712425258.0,46.0,F,4.0,Unknown,Single,Less than $40K,Blue,26.0,6.0,1.0,3.0,1859.0,1379.0,,0.836,4260.0,72.0,0.7140000000000001,0.742,Existing Customer
716389833.0,50.0,F,1.0,Unknown,Single,Less than $40K,Blue,40.0,4.0,1.0,2.0,2319.0,1026.0,,0.521,4099.0,74.0,0.721,0.442,Existing Customer
,,,,,,,,,,,,,,,,,,,,Existing Customer
821424483.0,51.0,F,1.0,High School,Single,Less than $40K,Blue,47.0,4.0,3.0,1.0,1438.3,0.0,1438.3,0.826,4242.0,70.0,0.45799999999999996,0.0,Existing Customer
720930633.0,58.0,F,0.0,High School,Single,Less than $40K,Blue,46.0,5.0,4.0,2.0,1977.0,0.0,,0.868,2341.0,37.0,0.37,0.0,Attrited Customer
714513033.0,39.0,F,1.0,Unknown,Single,$40K - $60K,Blue,36.0,6.0,1.0,3.0,11213.0,0.0,11213.0,0.563,1257.0,23.0,0.643,0.0,Existing Customer
714781908.0,43.0,M,3.0,Graduate,Single,$60K - $80K,Blue,35.0,3.0,3.0,2.0,5652.0,548.0,5104.0,0.647,3710.0,70.0,0.45799999999999996,0.09699999999999999,Existing Customer
715117008.0,39.0,M,5.0,Uneducated,Married,$40K - $60K,Blue,36.0,4.0,2.0,3.0,1438.3,0.0,,0.677,4596.0,82.0,0.745,0.0,Existing Customer
810321933.0,35.0,M,3.0,High School,Unknown,$80K - $120K,Blue,30.0,5.0,3.0,3.0,11229.0,1054.0,,0.552,1898.0,36.0,1.571,0.094,Existing Customer
709871658.0,47.0,F,1.0,Unknown,Single,Less than $40K,Blue,36.0,2.0,3.0,3.0,7136.0,2345.0,4791.0,0.6990000000000001,7729.0,86.0,0.654,0.32899999999999996,Existing Customer
716866308.0,38.0,M,2.0,High School,Married,$60K - $80K,Blue,33.0,6.0,3.0,4.0,5940.0,1101.0,4839.0,0.9420000000000001,1872.0,34.0,1.125,0.185,Existing Customer
780055308.0,43.0,F,3.0,College,Single,Less than $40K,Blue,28.0,3.0,1.0,3.0,1438.3,0.0,,0.83,4482.0,54.0,0.636,0.0,Existing Customer
721279083.0,53.0,M,4.0,Graduate,Single,$80K - $120K,Blue,33.0,5.0,3.0,3.0,5376.0,1177.0,4199.0,0.9390000000000001,1840.0,53.0,0.606,0.21899999999999997,Existing Customer
717281658.0,52.0,F,3.0,Graduate,Divorced,Less than $40K,Blue,41.0,3.0,3.0,4.0,6060.0,1687.0,4373.0,0.563,3953.0,65.0,0.711,0.278,Existing Customer
789833583.0,57.0,F,4.0,High School,Married,$40K - $60K,Blue,47.0,5.0,2.0,4.0,6803.0,1332.0,5471.0,0.809,1476.0,30.0,0.579,0.196,Existing Customer
779685558.0,53.0,M,5.0,Graduate,Single,$120K +,Gold,36.0,2.0,4.0,1.0,34516.0,2088.0,,0.8220000000000001,15290.0,123.0,0.732,0.06,Existing Customer
758863383.0,47.0,F,2.0,Uneducated,Unknown,Less than $40K,Silver,36.0,1.0,3.0,2.0,14767.0,948.0,13819.0,0.9990000000000001,13090.0,104.0,0.625,0.064,Existing Customer
788638908.0,43.0,F,2.0,Graduate,Divorced,Less than $40K,Blue,30.0,4.0,2.0,4.0,2351.0,2127.0,224.0,0.703,4278.0,71.0,0.821,0.905,Existing Customer
788808633.0,43.0,M,3.0,Graduate,Married,$80K - $120K,Blue,26.0,5.0,3.0,2.0,2355.0,1090.0,,0.7509999999999999,1441.0,29.0,0.812,0.46299999999999997,Existing Customer
779863533.0,37.0,M,1.0,Graduate,Married,$80K - $120K,Blue,21.0,6.0,2.0,0.0,5120.0,0.0,,0.867,1680.0,32.0,0.778,0.0,Existing Customer
719524383.0,35.0,F,3.0,Graduate,Single,$40K - $60K,Blue,22.0,3.0,1.0,3.0,2441.0,1670.0,771.0,0.6970000000000001,4105.0,73.0,0.5529999999999999,0.684,Existing Customer
718076733.0,43.0,M,1.0,Graduate,Single,$60K - $80K,Silver,31.0,4.0,3.0,3.0,25824.0,1170.0,24654.0,0.684,3101.0,73.0,0.78,0.045,Existing Customer
827964858.0,58.0,F,1.0,Uneducated,Divorced,Unknown,Blue,54.0,3.0,5.0,3.0,3266.0,859.0,2407.0,0.74,2151.0,46.0,0.43799999999999994,0.263,Attrited Customer
795991758.0,47.0,F,3.0,Unknown,Married,$40K - $60K,Blue,41.0,5.0,3.0,3.0,7553.0,660.0,6893.0,0.5489999999999999,4079.0,67.0,0.457,0.087,Existing Customer
711694083.0,59.0,F,0.0,Post-Graduate,Single,Less than $40K,Blue,48.0,4.0,2.0,2.0,3030.0,1251.0,1779.0,0.6940000000000001,4724.0,71.0,0.775,0.413,Existing Customer
803587533.0,33.0,M,1.0,Uneducated,Single,$60K - $80K,Blue,28.0,6.0,3.0,4.0,2618.0,1812.0,,0.706,3319.0,86.0,0.9109999999999999,0.6920000000000001,Existing Customer
710798883.0,52.0,M,3.0,Graduate,Single,$60K - $80K,Blue,44.0,4.0,2.0,4.0,3323.0,2310.0,,0.7490000000000001,1599.0,47.0,0.8079999999999999,0.695,Existing Customer
,,,,,,,,,,,,,,,,,,,,Attrited Customer
712340733.0,42.0,F,2.0,Graduate,Unknown,Unknown,Blue,34.0,5.0,2.0,2.0,19373.0,1142.0,18231.0,0.655,1792.0,48.0,0.455,0.059000000000000004,Existing Customer
789878283.0,39.0,M,3.0,Graduate,Married,$40K - $60K,Blue,29.0,2.0,2.0,2.0,3152.0,1174.0,,0.862,13670.0,117.0,0.857,0.37200000000000005,Existing Customer
792565908.0,36.0,F,2.0,Uneducated,Single,Less than $40K,Blue,30.0,6.0,2.0,3.0,2684.0,1474.0,1210.0,1.042,2346.0,51.0,1.04,0.5489999999999999,Existing Customer
771829758.0,36.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,25.0,6.0,3.0,3.0,21434.0,1345.0,20089.0,0.603,2143.0,46.0,0.586,0.063,Existing Customer
711032058.0,34.0,M,3.0,High School,Single,$80K - $120K,Silver,21.0,6.0,4.0,3.0,34516.0,2517.0,31999.0,0.7909999999999999,2901.0,75.0,0.9229999999999999,0.073,Existing Customer
713895633.0,56.0,F,1.0,High School,Unknown,$40K - $60K,Blue,36.0,2.0,1.0,3.0,8331.0,0.0,8331.0,0.705,14324.0,103.0,0.6890000000000001,0.0,Existing Customer
770968383.0,41.0,M,4.0,Graduate,Married,$80K - $120K,Silver,28.0,3.0,2.0,3.0,34516.0,825.0,33691.0,0.616,2022.0,52.0,0.733,0.024,Attrited Customer
711627558.0,40.0,F,3.0,Uneducated,Single,Less than $40K,Blue,30.0,5.0,1.0,2.0,1625.0,912.0,713.0,0.877,3968.0,73.0,0.698,0.561,Existing Customer
720639783.0,35.0,F,1.0,Uneducated,Single,Unknown,Silver,27.0,4.0,3.0,2.0,34516.0,0.0,34516.0,0.682,2562.0,62.0,0.722,0.0,Existing Customer
714741933.0,42.0,M,4.0,Unknown,Married,$60K - $80K,Blue,32.0,1.0,1.0,2.0,9906.0,1759.0,8147.0,0.785,4033.0,76.0,1.0,0.17800000000000002,Existing Customer
715297908.0,41.0,F,4.0,College,Unknown,Unknown,Blue,22.0,4.0,2.0,3.0,1438.3,1125.0,313.3,0.611,2534.0,52.0,0.486,0.782,Attrited Customer
719613783.0,51.0,F,1.0,Doctorate,Married,Less than $40K,Blue,42.0,3.0,2.0,2.0,1438.3,0.0,,0.872,4211.0,64.0,0.778,0.0,Existing Customer
715042608.0,39.0,F,2.0,Doctorate,Married,Unknown,Blue,36.0,5.0,2.0,4.0,8058.0,791.0,7267.0,1.787,2742.0,42.0,2.0,0.098,Existing Customer
